UDI,Target,Product,type,Air,Process,Rotationa2,Torque,Too2
1616,0,248795,2,297.8,307.9,1447,48.6,46
1617,0,331030,3,297.8,307.8,1662,30.7,48
1618,0,248797,2,297.8,307.8,1563,34.3,53
1619,0,248798,2,297.9,307.8,1286,59.5,55
1620,0,248799,2,297.9,307.7,1590,34.6,57
1621,0,248800,2,297.9,307.7,1492,43.7,59
1622,0,248801,2,297.7,307.6,1844,21.9,61
1623,0,331036,3,297.7,307.6,1538,38.3,63
1624,0,248803,2,297.7,307.6,1921,22.9,68
1625,0,116484,1,297.8,307.8,1310,57.9,70
1626,0,248805,2,297.9,307.8,1365,46.9,73
1627,0,116486,1,297.9,307.8,1303,59.3,75
1628,0,248807,2,297.9,307.8,1499,37.5,78
1629,0,248808,2,297.9,307.8,1451,38.2,80
1630,0,116489,1,297.9,307.9,1336,54.4,82
1631,0,248810,2,297.9,307.9,1412,44.5,85
1632,0,248811,2,298,308,1433,39.2,87
1633,0,248812,2,297.9,307.9,1426,43.6,89
1634,0,248813,2,297.9,307.9,1476,45.2,91
1635,0,331048,3,297.9,307.9,1406,58.5,93
1636,0,248815,2,297.8,307.8,1383,56.5,98
1637,0,248816,2,297.9,307.8,1505,37.3,100
1638,0,248817,2,297.9,307.8,1665,33.9,102
1639,0,248818,2,297.9,307.8,1397,45,104
1640,0,116499,1,297.9,307.8,1450,43.5,106
1641,0,248820,2,298,307.8,1567,36.4,109
1642,0,116501,1,298,308,1555,37,111
1643,0,331056,3,298,307.8,1588,35.4,114
1644,0,248823,2,298,307.8,1453,37.7,119
1645,0,248824,2,298,307.8,1622,33.3,121
1646,0,248825,2,297.9,307.8,1538,38.5,123
1647,0,116506,1,297.9,307.7,1527,42.8,125
1648,0,248827,2,297.8,307.8,1761,28.9,128
1649,0,248828,2,297.9,307.8,1373,50.2,130
1650,0,331063,3,298,307.9,1482,37.8,132
1651,0,116510,1,298,307.9,1417,51,137
1652,0,248831,2,298,307.8,1414,51.7,140
1653,0,331066,3,297.9,307.8,1635,34,142
1654,0,248833,2,298,307.8,1386,57.3,147
1655,0,248834,2,298.2,308.1,1379,62.3,149
1656,0,116515,1,298.2,308,1577,35.9,151
1657,0,248836,2,298.2,308.1,1532,42.5,154
1658,0,116517,1,298.1,308,1374,48.8,156
1659,0,331072,3,298.1,308,1570,35.3,159
1660,0,248839,2,298.1,308,1697,31,164
1661,0,248840,2,298.2,308,1499,44.1,166
1662,0,116521,1,298.2,308,1411,47.2,168
1663,0,331076,3,298.2,307.9,1462,45.5,171
1664,0,116523,1,298.1,307.9,1759,28.6,176
1665,0,248844,2,298.2,308,1535,38,179
1666,0,331079,3,298.2,307.9,1491,39.7,181
1667,0,248846,2,298.2,307.9,1551,36,186
1668,0,248847,2,298.2,307.9,1769,27.2,188
1669,0,248848,2,298.2,307.9,1551,34.1,190
1670,0,248849,2,298.2,307.9,1544,31.4,192
1671,0,248850,2,298.2,307.8,1528,31.1,194
1672,0,248851,2,298.1,307.9,1614,35.8,196
1673,0,248852,2,298.1,307.8,1432,49.8,198
1674,0,116533,1,298.1,307.8,1384,43.7,200
1675,0,248854,2,298.1,307.8,1540,37.8,203
1676,0,248855,2,298,307.7,1407,43.9,205
1677,0,331090,3,297.9,307.6,1418,43,207
1678,0,116537,1,297.9,307.5,1647,30.8,212
1679,0,248858,2,298,307.5,1644,32.8,215
1680,0,248859,2,298,307.5,1792,27.9,217
1681,0,116540,1,297.9,307.4,1610,34.6,219
1682,0,116541,1,297.8,307.3,1804,26,222
1683,1,331096,3,297.9,307.4,1604,36.1,225
1684,0,116543,1,297.9,307.4,1403,52.8,0
1685,0,248864,2,297.8,307.3,1438,44.5,3
1686,0,248865,2,297.9,307.3,1824,26.3,5
1687,0,331100,3,297.9,307.3,1663,28.7,7
1688,0,248867,2,297.9,307.3,1502,36.7,12
1689,0,248868,2,297.9,307.4,1606,35.5,14
1690,0,248869,2,297.9,307.5,1561,37.7,16
1691,0,116550,1,297.9,307.4,1435,42.9,18
1692,0,248871,2,297.9,307.5,1602,38.3,21
1693,0,116552,1,298.1,307.6,1764,27.7,23
1694,0,331107,3,298,307.5,1683,27.8,26
1695,0,248874,2,298,307.5,1618,35.2,31
1696,0,248875,2,298,307.6,1509,41.6,33
1697,0,248876,2,297.9,307.6,1550,39,35
1698,0,116557,1,297.9,307.6,1519,44,37
1699,0,248878,2,297.9,307.6,1481,38,40
1700,0,248879,2,298.1,307.7,1289,48.3,42
1701,0,116560,1,298,307.6,1844,23.8,44
1702,0,248881,2,298,307.7,1479,42.5,47
1703,0,248882,2,298,307.7,1430,47.3,49
1704,0,116563,1,298.1,307.8,1636,36.7,51
1705,0,116564,1,298.1,307.8,1503,44.7,54
1706,0,116565,1,298.1,307.8,1608,32.6,57
1707,0,248886,2,298.2,307.8,1521,42.9,60
1708,0,248887,2,298.2,307.8,1439,41.6,62
1709,0,248888,2,298.2,307.8,1627,31.5,64
1710,0,248889,2,298.2,307.8,1749,26.1,66
1711,0,248890,2,298.2,307.8,1530,35.9,68
1712,0,248891,2,298.2,307.8,1355,51.3,70
1713,0,248892,2,298.3,307.9,1551,33.8,72
1714,0,248893,2,298.2,307.8,1515,46.7,74
1715,0,248894,2,298.2,307.8,1388,48.6,76
1716,0,248895,2,298.2,307.8,1585,34.6,78
1717,0,248896,2,298.1,307.7,1523,37.7,80
1718,0,248897,2,298.2,307.6,1369,54.5,82
1719,0,116578,1,298.2,307.7,1681,31,84
1720,0,248899,2,298.2,307.7,1503,38.3,87
1721,0,248900,2,298.2,307.7,1459,44.5,89
1722,0,248901,2,298.2,307.7,1688,32.4,91
1723,0,116582,1,298.2,307.7,1952,21.6,93
1724,0,248903,2,298.2,307.8,2029,19.9,96
1725,0,116584,1,298.3,307.8,1457,52.5,98
1726,0,116585,1,298.3,307.8,1392,50.4,101
1727,0,248906,2,298.3,307.8,1906,22.1,104
1728,0,116587,1,298.3,307.7,1602,33.4,106
1729,0,248908,2,298.3,307.7,1465,49.4,109
1730,0,116589,1,298.3,307.7,1439,43.8,111
1731,0,116590,1,298.3,307.8,1330,55.4,114
1732,0,116591,1,298.3,307.9,1485,42,117
1733,0,331146,3,298.4,307.9,1700,28.2,120
1734,0,248913,2,298.4,308,1515,42.8,125
1735,0,116594,1,298.5,308.1,1501,39.2,127
1736,0,248915,2,298.4,308,1380,47.6,130
1737,0,248916,2,298.4,307.9,1544,35.9,132
1738,0,248917,2,298.4,307.9,1743,27.3,134
1739,0,331152,3,298.4,307.9,1948,21.4,136
1740,0,331153,3,298.5,307.9,1260,54.2,141
1741,0,116600,1,298.5,307.9,1640,33.1,146
1742,0,116601,1,298.5,308,1363,49.2,149
1743,0,248922,2,298.5,308,1379,49.6,152
1744,0,116603,1,298.5,308,1713,25.8,154
1745,0,116604,1,298.5,308,1461,51.9,157
1746,0,248925,2,298.5,308,1624,29.8,160
1747,0,248926,2,298.4,308,1526,41.1,162
1748,0,248927,2,298.4,307.9,2381,14.2,164
1749,0,331162,3,298.4,307.7,1626,31.1,166
1750,0,248929,2,298.3,307.7,1576,33.8,171
1751,0,116610,1,298.4,307.8,1617,31.6,173
1752,0,248931,2,298.3,307.6,1942,20.6,176
1753,0,248932,2,298.2,307.6,1492,37.2,178
1754,0,248933,2,298.2,307.5,1470,51.3,180
1755,0,116614,1,298,307.4,1463,46.5,182
1756,0,248935,2,298,307.3,1424,46.5,185
1757,0,116616,1,298.1,307.4,1363,60.1,187
1758,0,116617,1,298.1,307.4,1335,56.2,190
1759,0,248938,2,298.1,307.4,1608,33.9,193
1760,0,331173,3,298,307.4,1606,35.2,195
1761,0,248940,2,298.1,307.5,1684,33.1,200
1762,0,248941,2,298.1,307.6,1950,20.3,202
1763,0,331176,3,298.2,307.6,1460,48.6,204
1764,1,248943,2,298.2,307.6,1511,31,209
1765,0,331178,3,298.2,307.6,1318,55.7,0
1766,0,248945,2,298.2,307.6,1368,51.8,5
1767,0,116626,1,298.3,307.7,1717,27.1,7
1768,0,116627,1,298.3,307.7,1520,41.4,10
1769,0,116628,1,298.3,307.8,1485,42,13
1770,0,248949,2,298.4,307.9,1981,23.2,16
1771,0,331184,3,298.4,307.9,1605,31,18
1772,0,248951,2,298.4,307.9,1446,45.3,23
1773,0,248952,2,298.4,308,1508,47.9,25
1774,0,248953,2,298.5,308,1384,59.5,27
1775,0,116634,1,298.5,308,1519,37.3,29
1776,0,248955,2,298.5,308,1404,48.1,32
1777,0,248956,2,298.5,308.1,1564,31.1,34
1778,0,331191,3,298.6,308.2,1555,36.8,36
1779,0,248958,2,298.6,308.2,1325,54,41
1780,0,116639,1,298.6,308.2,1488,44,43
1781,0,248960,2,298.5,308.2,1595,32.3,46
1782,0,248961,2,298.5,308.1,1662,28.6,48
1783,0,248962,2,298.4,308,1571,37.4,50
1784,0,331197,3,298.3,308,1553,41,52
1785,1,248964,2,298.3,308,2886,3.8,57
1786,0,248965,2,298.2,308,1538,38.2,59
1787,0,248966,2,298.4,308.2,1618,33,61
1788,0,248967,2,298.4,308.2,1364,45.9,63
1789,0,248968,2,298.3,308,1442,47.3,65
1790,1,248969,2,298.2,307.9,1313,67.3,67
1791,0,248970,2,298.2,307.9,1847,23.6,69
1792,0,248971,2,298.1,307.8,1524,40.8,71
1793,0,116652,1,298.1,307.7,1445,48,73
1794,0,248973,2,298.1,307.8,1761,28.2,76
1795,0,116654,1,298.1,307.8,1514,43.5,78
1796,0,116655,1,298.1,307.7,1498,38.3,81
1797,0,331210,3,298.1,307.6,1542,37.1,84
1798,0,116657,1,298,307.6,1508,41.8,89
1799,0,116658,1,298,307.5,1431,52.9,92
1800,0,116659,1,298,307.5,1427,45.1,95
1801,0,116660,1,298,307.5,1524,36.3,98
1802,0,116661,1,298,307.5,1427,43.6,101
1803,0,331216,3,298.1,307.6,1496,44.1,104
1804,0,248983,2,298.1,307.7,1388,40.3,109
1805,0,248984,2,298.1,307.7,1495,48.1,111
1806,0,331219,3,298.1,307.7,1376,56.2,113
1807,0,331220,3,298,307.6,1593,32.2,118
1808,0,248987,2,298,307.6,1654,28.9,123
1809,1,248988,2,298.1,307.7,2567,12.8,125
1810,0,248989,2,298.1,307.7,1767,27,127
1811,0,248990,2,298.1,307.6,1364,53.8,129
1812,0,116671,1,298.1,307.8,1569,31.2,131
1813,0,248992,2,298.2,307.8,1476,36.8,134
1814,0,248993,2,298.1,307.7,1479,45,136
1815,0,248994,2,298.1,307.7,1650,34.1,138
1816,0,116675,1,298.1,307.6,1565,36.3,140
1817,0,248996,2,298.1,307.6,1460,46.5,143
1818,0,248997,2,298.1,307.7,1664,27.6,145
1819,0,116678,1,298.1,307.7,1435,40.9,147
1820,0,116679,1,298.1,307.6,2066,19.2,150
1821,0,249000,2,298.1,307.5,1493,43.7,153
1822,0,249001,2,298.1,307.6,1354,43.3,155
1823,0,249002,2,298.1,307.6,1488,39.4,157
1824,0,249003,2,298.1,307.7,1414,48.7,159
1825,0,249004,2,298.1,307.5,1391,57.4,161
1826,0,116685,1,298,307.5,1784,27.8,163
1827,0,331240,3,297.8,307.3,1516,40.1,166
1828,0,116687,1,297.9,307.3,1420,47.8,171
1829,0,249008,2,297.8,307.2,1351,56.3,174
1830,0,249009,2,297.8,307.2,1880,23,176
1831,0,249010,2,297.8,307.3,1859,24,178
1832,0,116691,1,297.8,307.3,1315,54,180
1833,0,116692,1,297.8,307.4,1330,51.7,183
1834,1,249013,2,297.8,307.3,1327,61,186
1835,0,249014,2,297.8,307.2,1498,38.1,188
1836,0,331249,3,297.8,307.3,1555,35.8,190
1837,0,249016,2,297.7,307.2,1518,35.8,195
1838,0,249017,2,297.7,307.2,1392,43,197
1839,0,116698,1,297.8,307.2,1456,39.6,199
1840,0,249019,2,297.7,307.1,1715,30.2,0
1841,0,116700,1,297.7,307.2,1405,43.7,2
1842,0,249021,2,297.7,307.2,1668,37.8,5
1843,0,331256,3,297.7,307.1,1855,22.5,7
1844,0,249023,2,297.6,307.1,1496,39.2,12
1845,0,116704,1,297.6,307.1,1471,44.9,14
1846,0,249025,2,297.7,307.2,1444,40,17
1847,0,331260,3,297.7,307.3,1514,38.6,19
1848,0,249027,2,297.8,307.3,1412,50.7,24
1849,0,331262,3,297.7,307.2,1429,44.1,26
1850,0,249029,2,297.7,307.2,1668,32.7,31
1851,0,116710,1,297.7,307.2,1372,52.8,33
1852,0,116711,1,297.7,307.3,1365,49.2,36
1853,0,116712,1,297.6,307.1,1526,39.1,39
1854,0,249033,2,297.6,307.2,1486,40.6,42
1855,0,116714,1,297.6,307.2,1470,42.6,44
1856,0,331269,3,297.7,307.3,1249,62.8,47
1857,0,116716,1,297.8,307.4,1752,26.1,52
1858,0,249037,2,297.7,307.4,1643,36.5,55
1859,0,116718,1,297.8,307.4,1488,36.1,57
1860,0,249039,2,297.8,307.4,1355,45.8,60
1861,0,249040,2,297.8,307.6,1607,30.3,62
1862,0,116721,1,297.9,307.6,1609,30.3,64
1863,0,249042,2,297.9,307.7,1517,44.4,67
1864,0,116723,1,297.9,307.7,1517,39.5,69
1865,0,249044,2,297.9,307.7,1546,37.6,72
1866,0,249045,2,297.9,307.7,1567,34.7,74
1867,0,116726,1,298.1,307.9,1662,28.9,76
1868,0,249047,2,298.1,307.9,1502,41.8,79
1869,0,249048,2,298.3,308,1361,56.9,81
1870,0,116729,1,298.3,308.1,1630,32.7,83
1871,0,249050,2,298.3,308,1486,42.3,86
1872,0,249051,2,298.3,308.1,1840,21.5,88
1873,0,249052,2,298.3,308.1,1326,58.4,90
1874,0,249053,2,298.4,308.1,1367,57.8,92
1875,0,249054,2,298.4,308.1,1598,32.7,94
1876,0,249055,2,298.3,308,1363,50.1,96
1877,0,249056,2,298.3,308,1242,62,98
1878,0,116737,1,298.2,307.8,1566,33.8,100
1879,0,116738,1,298.1,307.7,1424,47.7,103
1880,0,116739,1,298.2,307.7,1608,33.8,106
1881,0,249060,2,298.1,307.7,1705,29.1,109
1882,0,249061,2,298,307.6,1548,45.8,111
1883,0,116742,1,298,307.6,1581,43.4,113
1884,0,116743,1,298,307.6,1472,46.7,116
1885,0,116744,1,298,307.6,1792,26,119
1886,0,249065,2,298,307.6,1683,32.8,122
1887,0,249066,2,297.9,307.6,1503,40.7,124
1888,0,116747,1,297.9,307.5,1642,32.4,126
1889,0,116748,1,297.8,307.4,1902,24.3,129
1890,0,331303,3,297.7,307.4,1432,40.2,132
1891,0,249070,2,297.8,307.4,1512,40.8,137
1892,0,249071,2,297.7,307.4,1764,29,139
1893,0,116752,1,297.8,307.4,1438,43.6,141
1894,0,249073,2,297.8,307.5,1631,29.9,144
1895,0,331308,3,297.9,307.5,1880,23.3,146
1896,0,249075,2,297.9,307.6,1344,54.3,151
1897,0,249076,2,297.9,307.5,1574,35.8,153
1898,0,249077,2,297.8,307.4,1418,41.2,155
1899,0,249078,2,297.8,307.5,1372,54.1,157
1900,0,249079,2,297.8,307.5,1388,40,159
1901,0,331314,3,297.9,307.6,1493,36,161
1902,0,116761,1,297.9,307.6,1505,40.1,166
1903,0,249082,2,298,307.6,1694,29.1,169
1904,0,249083,2,297.9,307.6,1968,20.4,171
1905,0,116764,1,298,307.6,1569,35.6,173
1906,0,249085,2,297.9,307.6,1687,29.1,176
1907,0,249086,2,297.9,307.6,1430,52.4,178
1908,0,249087,2,297.9,307.6,1504,42.4,180
1909,0,249088,2,297.9,307.6,1977,20.2,182
1910,0,249089,2,298,307.7,1435,45.6,184
1911,0,331324,3,298,307.7,1547,36.8,186
1912,0,116771,1,298.1,307.8,1316,57.2,191
1913,0,116772,1,298,307.7,1621,34.9,194
1914,0,116773,1,298,307.8,1492,40.2,197
1915,0,249094,2,298,307.7,1643,32.3,200
1916,0,249095,2,298,307.7,1492,38.7,202
1917,0,249096,2,298,307.7,1387,50.8,204
1918,0,116777,1,298.1,307.9,1463,47.3,206
1919,0,116778,1,298.1,307.9,1496,40,0
1920,0,249099,2,298.2,308,1658,30,3
1921,0,249100,2,298.1,307.9,2161,17.5,5
1922,0,249101,2,298.1,307.9,1665,32,7
1923,0,249102,2,298,307.8,1716,26.6,9
1924,0,249103,2,298,307.7,1529,34.1,11
1925,0,249104,2,297.9,307.7,1353,50.7,13
1926,0,249105,2,297.9,307.7,1537,37.7,15
1927,0,249106,2,298,307.7,1606,30.8,17
1928,0,331341,3,298,307.8,1314,47.8,19
1929,0,249108,2,298,307.8,1623,29.9,24
1930,0,116789,1,298,307.8,1483,50.9,26
1931,0,116790,1,298.1,307.9,1569,37,29
1932,0,116791,1,298.2,308,1969,21.7,32
1933,0,116792,1,298.1,308,1686,29.3,35
1934,0,249113,2,298.1,308,1638,35.1,38
1935,0,249114,2,298.1,307.9,1698,33.3,40
1936,0,116795,1,298.1,307.9,1377,55.1,42
1937,0,116796,1,298.1,308,2129,18.4,45
1938,0,249117,2,298.2,308,1411,42.4,48
1939,0,249118,2,298.1,307.9,1517,40.8,50
1940,0,116799,1,298.1,307.9,1303,53.9,52
1941,0,249120,2,298.1,307.9,1578,35.6,55
1942,0,249121,2,298.1,307.9,1425,58.2,57
1943,0,249122,2,298.1,308,1456,42.4,59
1944,0,249123,2,298.1,308,1704,30.9,61
1945,0,249124,2,298.1,308.1,1791,27.3,63
1946,0,249125,2,298.1,308.1,1616,32.8,65
1947,0,249126,2,298.2,308.1,1622,34.9,67
1948,0,249127,2,298.2,308.1,1462,49.9,69
1949,0,249128,2,298.1,308.1,1410,45.8,71
1950,0,116809,1,298.1,308,1543,41.9,73
1951,0,116810,1,298,307.9,1479,47.6,76
1952,0,249131,2,298,307.8,1839,22.7,79
1953,0,249132,2,298,307.8,1266,60.5,81
1954,0,249133,2,297.9,307.7,1593,34.9,83
1955,0,249134,2,297.9,307.8,1459,46.9,85
1956,0,249135,2,297.9,307.7,1308,55.2,87
1957,0,116816,1,297.9,307.7,1364,46.8,89
1958,0,331371,3,297.9,307.7,1618,35.9,92
1959,0,331372,3,297.9,307.7,1464,43.2,97
1960,0,116819,1,297.8,307.6,1352,49.4,102
1961,0,249140,2,297.8,307.6,1446,51.4,105
1962,0,249141,2,297.8,307.5,1448,51.2,107
1963,0,249142,2,297.8,307.5,1391,48.6,109
1964,0,249143,2,297.7,307.5,1379,43.3,111
1965,0,116824,1,297.8,307.5,1405,46.9,113
1966,0,249145,2,297.8,307.5,1581,33.1,116
1967,0,249146,2,297.9,307.6,1515,40.5,118
1968,0,249147,2,297.9,307.6,1589,37.8,120
1969,0,249148,2,298,307.6,1281,50.8,122
1970,0,331383,3,297.8,307.5,1631,31.3,124
1971,0,116830,1,297.9,307.6,1202,67,129
1972,0,249151,2,297.9,307.6,1298,52.7,132
1973,0,249152,2,297.9,307.6,1612,30.7,134
1974,0,249153,2,297.9,307.6,1747,25.3,136
1975,0,249154,2,298,307.6,1450,48.7,138
1976,0,249155,2,298,307.7,1422,45.6,140
1977,0,116836,1,298.1,307.7,1419,47.4,142
1978,0,116837,1,298.1,307.7,1633,30.7,145
1979,0,249158,2,298,307.7,1442,43.6,148
1980,0,331393,3,298,307.6,1420,45.8,150
1981,0,116840,1,298,307.6,1301,58.5,155
1982,0,249161,2,298,307.6,1385,45,158
1983,0,116842,1,298,307.7,1487,41.3,160
1984,0,116843,1,298,307.6,1459,44.4,163
1985,0,116844,1,298,307.5,1387,45.5,166
1986,0,249165,2,298.1,307.7,1537,40.8,169
1987,0,249166,2,298.1,307.6,1498,42.9,171
1988,0,116847,1,298.2,307.8,1599,31.2,173
1989,0,331402,3,298.3,307.9,1420,39.2,176
1990,0,249169,2,298.2,307.9,1785,23.4,181
1991,0,249170,2,298.2,307.8,1423,48.1,183
1992,0,116851,1,298.2,307.8,1583,36.6,185
1993,0,249172,2,298.2,307.8,1375,46.6,188
1994,0,116853,1,298.3,308,1463,42.5,190
1995,0,116854,1,298.2,307.9,1403,45.1,193
1996,0,249175,2,298.3,308,1451,47.1,196
1997,1,116856,1,298.4,308,1416,38.2,198
1998,0,249177,2,298.3,308.1,1672,41.3,0
1999,0,331412,3,298.3,308,1637,30.8,2
2000,0,249179,2,298.4,308,1540,37.8,7
2001,0,249180,2,298.4,308.1,1279,53.1,9
2002,0,249181,2,298.4,308.2,1604,34.9,11
2003,0,249182,2,298.5,308.2,1654,27.1,13
2004,0,116863,1,298.5,308.2,1564,37.5,15
2005,0,249184,2,298.5,308.2,1451,47.5,18
2006,0,249185,2,298.5,308.3,1504,38,20
2007,0,116866,1,298.5,308.3,1381,50.5,22
2008,0,249187,2,298.6,308.4,1562,34.4,25
2009,0,249188,2,298.5,308.3,1811,24.7,27
2010,0,116869,1,298.6,308.3,1717,28.7,29
2011,0,249190,2,298.6,308.3,1278,60.5,32
2012,0,249191,2,298.7,308.5,1616,30.2,34
2013,0,249192,2,298.6,308.4,1397,46.4,36
2014,0,249193,2,298.6,308.4,1485,42.9,38
2015,0,249194,2,298.6,308.4,1310,59.7,40
2016,1,249195,2,298.5,308.2,1301,66.3,42
2017,0,249196,2,298.5,308.3,1458,44,44
2018,0,249197,2,298.7,308.5,1483,42.5,46
2019,0,249198,2,298.7,308.5,1375,46.4,48
2020,0,116879,1,298.7,308.5,1660,27,50
2021,0,331434,3,298.7,308.4,1560,33.3,53
2022,0,249201,2,298.7,308.5,1480,42.2,58
2023,0,249202,2,298.7,308.4,1373,46.9,60
2024,0,249203,2,298.7,308.5,1444,54.2,62
2025,0,116884,1,298.7,308.6,1722,24.7,64
2026,0,249205,2,298.7,308.5,1469,39.9,67
2027,0,116886,1,298.7,308.5,1360,52.9,69
2028,0,249207,2,298.7,308.4,1750,25.8,72
2029,0,116888,1,298.7,308.3,1349,46.6,74
2030,0,249209,2,298.7,308.5,1668,35.2,77
2031,0,249210,2,298.9,308.6,1400,49.5,79
2032,0,249211,2,298.8,308.6,1331,62.8,81
2033,0,249212,2,298.8,308.5,1444,42.2,83
2034,0,331447,3,298.8,308.5,1359,47.6,85
2035,0,116894,1,298.8,308.5,1425,47.4,90
2036,0,116895,1,298.9,308.6,1469,34.2,93
2037,0,249216,2,299,308.7,1892,22.8,96
2038,0,331451,3,299,308.7,1940,19.9,98
2039,0,249218,2,299,308.8,1405,55.2,103
2040,0,116899,1,299,308.9,1449,39.6,105
2041,0,249220,2,299.1,308.9,1686,29.6,108
2042,0,249221,2,299.1,308.9,1680,27.2,110
2043,0,116902,1,299.1,308.9,1397,52.4,112
2044,0,116903,1,299.2,309,1597,30.3,115
2045,0,249224,2,299.3,309.1,1470,41.1,118
2046,0,116905,1,299.3,309.1,1703,31.3,120
2047,0,249226,2,299.3,309.1,1388,45.5,123
2048,0,249227,2,299.3,309.2,1775,24.2,125
2049,0,249228,2,299.3,309.2,1465,41.5,127
2050,0,116909,1,299.3,309.2,1586,37.9,129
2051,0,116910,1,299.5,309.3,1675,29.2,132
2052,0,116911,1,299.4,309.2,1470,44.4,135
2053,0,249232,2,299.5,309.3,1477,40.4,138
2054,0,249233,2,299.5,309.3,1382,61,140
2055,0,116914,1,299.6,309.4,1605,29.8,142
2056,0,249235,2,299.6,309.4,1643,32.9,145
2057,0,249236,2,299.5,309.3,1333,54.1,147
2058,0,249237,2,299.5,309.3,1520,42.3,149
2059,0,116918,1,299.5,309.3,1902,24,151
2060,0,331473,3,299.5,309.4,1386,44.4,154
2061,0,249240,2,299.6,309.5,1803,27.7,159
2062,0,249241,2,299.7,309.6,1359,50.7,161
2063,0,116922,1,299.7,309.6,1477,42.7,163
2064,0,249243,2,299.7,309.6,1321,53.4,166
2065,0,249244,2,299.6,309.5,1453,41.4,168
2066,0,249245,2,299.7,309.6,1419,45.1,170
2067,0,249246,2,299.7,309.6,1512,36.2,172
2068,0,249247,2,299.7,309.6,1553,36.8,174
2069,0,116928,1,299.7,309.6,1534,39.1,176
2070,0,331483,3,299.7,309.6,1553,41,179
2071,0,249250,2,299.7,309.5,1352,49.7,184
2072,0,116931,1,299.7,309.6,1313,60,186
2073,0,249252,2,299.6,309.5,1570,35.5,189
2074,0,249253,2,299.6,309.4,1677,31.1,191
2075,0,249254,2,299.5,309.4,1602,31.5,193
2076,1,249255,2,299.5,309.4,1390,58.8,195
2077,0,249256,2,299.4,309.3,1544,36,197
2078,0,249257,2,299.4,309.4,1701,31.2,199
2079,0,116938,1,299.4,309.3,1692,28.4,201
2080,0,116939,1,299.3,309.3,1523,37.9,204
2081,0,249260,2,299.3,309.2,2280,15.4,207
2082,0,116941,1,299.4,309.3,1485,47.1,209
2083,0,331496,3,299.4,309.2,1513,36.1,212
2084,0,331497,3,299.4,309.3,1743,28.2,0
2085,0,249264,2,299.5,309.3,1442,46.2,5
2086,0,249265,2,299.5,309.3,1462,46.7,7
2087,0,331500,3,299.4,309.3,1439,49.7,9
2088,0,249267,2,299.5,309.3,1577,36.6,14
2089,0,249268,2,299.6,309.4,1331,46.4,16
2090,0,249269,2,299.5,309.3,1941,22.5,18
2091,0,249270,2,299.5,309.2,1393,47.3,20
2092,0,249271,2,299.4,309.2,1433,42.1,22
2093,0,249272,2,299.4,309.2,1444,48.2,24
2094,0,249273,2,299.4,309.2,1564,39,26
2095,0,249274,2,299.4,309.3,1377,43.6,28
2096,0,249275,2,299.4,309.3,1525,41.5,30
2097,0,116956,1,299.5,309.4,1387,56.2,32
2098,0,116957,1,299.4,309.4,1326,47.5,35
2099,0,249278,2,299.4,309.3,1401,59,38
2100,0,249279,2,299.4,309.3,1596,31.8,40
2101,0,116960,1,299.3,309.3,1471,46,42
2102,0,249281,2,299.3,309.3,1528,37.8,45
2103,0,249282,2,299.3,309.3,1325,62,47
2104,0,116963,1,299.3,309.1,1376,46.7,49
2105,0,116964,1,299.3,309.1,1600,35.3,52
2106,0,249285,2,299.3,309.1,1495,44,55
2107,0,249286,2,299.4,309.1,1645,28.6,57
2108,0,116967,1,299.4,309.1,1417,47.3,59
2109,0,331522,3,299.4,309,1415,51.7,62
2110,0,116969,1,299.3,309,1496,43.4,67
2111,0,331524,3,299.3,309,1508,35,70
2112,0,249291,2,299.4,309,1436,47.9,75
2113,0,249292,2,299.5,309.1,1852,22.6,77
2114,0,249293,2,299.5,309.1,1863,22.5,79
2115,0,331528,3,299.4,309.1,1373,44.1,81
2116,0,249295,2,299.4,309,1404,47.3,86
2117,0,116976,1,299.4,309,1381,44.9,88
2118,0,331531,3,299.4,308.9,1762,29.3,91
2119,0,331532,3,299.3,308.9,1429,43,96
2120,0,116979,1,299.3,308.9,1858,24.7,101
2121,0,331534,3,299.2,308.8,1908,21.3,104
2122,0,116981,1,299.2,308.8,1503,37.4,109
2123,0,116982,1,299.2,308.8,1523,38.9,112
2124,0,249303,2,299.3,309,1491,38.4,115
2125,0,249304,2,299.2,308.9,1430,39.1,117
2126,1,249305,2,299.3,308.9,1258,69.4,119
2127,0,249306,2,299.3,309,1449,46.5,121
2128,0,331541,3,299.3,309,1425,40.6,123
2129,0,249308,2,299.4,309,1800,24.3,128
2130,0,331543,3,299.4,309,1607,33.7,130
2131,0,249310,2,299.4,309,1391,58.2,135
2132,0,249311,2,299.4,309.1,1432,45.4,137
2133,0,249312,2,299.4,309,1660,28.4,139
2134,0,331547,3,299.3,309,1732,29.7,141
2135,0,249314,2,299.3,309,1473,46.3,146
2136,0,249315,2,299.3,309,1511,47.8,148
2137,0,249316,2,299.2,308.9,1588,41.5,150
2138,0,249317,2,299.3,308.9,1623,31.1,152
2139,0,249318,2,299.3,309,1734,30.6,154
2140,0,249319,2,299.3,309,1415,47.6,156
2141,0,249320,2,299.3,309,1419,46.6,158
2142,0,117001,1,299.3,308.9,1577,34.9,160
2143,0,249322,2,299.3,308.9,1376,60.3,163
2144,0,117003,1,299.3,308.8,1442,49,165
2145,0,249324,2,299.4,308.9,1451,40.5,168
2146,0,249325,2,299.3,308.8,1550,45.8,170
