NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Count,User_Score
0.2,0.26,0.01,0.09,0.56,0.01,0.01,100,3.4
0.28,0.21,0,0.07,0.56,0.01,0.01,0.01,0.01
0.09,0.4,0,0.07,0.56,78,47,36,7.6
0.4,0.15,0,0.01,0.56,0.01,0.01,0.01,0.01
0.28,0.21,0,0.07,0.56,55,4,16,8.4
0.4,0.11,0,0.05,0.56,71,50,31,7.2
0.28,0.21,0,0.07,0.56,81,18,0.01,0.01
0.31,0.21,0,0.04,0.56,0.01,0.01,0.01,0.01
0.51,0.01,0,0.04,0.56,0.01,0.01,0.01,0.01
0.28,0.21,0,0.07,0.56,0.01,0.01,0.01,0.01
0.39,0.15,0,0.02,0.56,80,49,29,8.2
0.21,0.22,0.05,0.09,0.56,74,35,40,8.2
0.27,0.21,0,0.07,0.56,77,16,8,7.6
0.48,0.03,0,0.05,0.56,58,31,32,6.3
0.4,0.15,0,0.01,0.56,0.01,0.01,0.01,0.01
0.43,0.11,0,0.02,0.56,80,18,23,9.1
0.31,0.21,0,0.04,0.56,0.01,0.01,0.01,0.01
0.19,0.31,0,0.06,0.56,50,4,5,5.8
0.43,0.11,0,0.02,0.56,68,26,25,7.3
0.26,0.05,0.22,0.03,0.56,68,6,13,7.5
0.39,0.09,0.07,0.01,0.56,0.01,0.01,0.01,0.01
0.09,0.02,0.45,0,0.56,0.01,0.01,0.01,0.01
0.27,0.21,0,0.07,0.56,67,22,53,7.8
0.15,0.12,0.26,0.04,0.56,56,35,38,8.1
0.41,0.07,0,0.07,0.56,68,11,14,7.6
0,0,0.56,0,0.56,0.01,0.01,0.01,0.01
0.27,0.21,0,0.07,0.56,64,41,70,7.3
0.5,0.01,0,0.04,0.56,0.01,0.01,9,7.8
0.18,0.33,0,0.04,0.56,70,10,1474,3
0.49,0.02,0,0.04,0.56,72,59,44,5.4
0.27,0.21,0,0.07,0.56,56,6,8,6.5
0.4,0.15,0,0.01,0.56,47,5,4,7
0.14,0.24,0.1,0.07,0.56,75,30,287,7.7
0.28,0.22,0,0.06,0.56,72,66,128,7.5
0.4,0.15,0,0.01,0.56,0.01,0.01,0.01,0.01
0.39,0.15,0,0.02,0.56,71,36,41,8
0.27,0.21,0,0.07,0.56,91,20,25,8.5
0.33,0.16,0.02,0.05,0.56,72,19,4,5.8
0,0,0.56,0,0.56,0.01,0.01,0.01,0.01
0.52,0.02,0,0.02,0.56,81,25,17,8.2
0,0,0.56,0,0.56,0.01,0.01,0.01,0.01
0.21,0.17,0.09,0.08,0.56,83,73,635,8.5
0.17,0.24,0,0.14,0.56,75,39,21,6.6
0.27,0.21,0,0.07,0.56,59,14,17,6.8
0.13,0.09,0.27,0.06,0.56,77,41,80,7.5
0.04,0.34,0.12,0.06,0.56,85,62,498,7.5
0.34,0.15,0.01,0.05,0.56,75,55,77,7.8
0.27,0.21,0,0.07,0.56,76,17,9,8.3
0.42,0.12,0,0.01,0.56,88,20,10,6.9
0.29,0.17,0.04,0.05,0.55,83,64,259,8.4
0.27,0.18,0.06,0.04,0.55,78,15,36,9.1
0.15,0.11,0.25,0.05,0.55,76,55,77,8.1
0.39,0.08,0.02,0.06,0.55,84,58,208,8.4
0.49,0.02,0,0.04,0.55,47,4,5,7
0.31,0.21,0,0.04,0.55,0.01,0.01,0.01,0.01
0.22,0.29,0,0.04,0.55,88,62,835,8.3
0.27,0.21,0,0.07,0.55,80,22,35,8.5
0.34,0.01,0.15,0.06,0.55,94,53,442,9.3
0.24,0.22,0.01,0.09,0.55,80,53,313,7.5
0.42,0.11,0,0.02,0.55,0.01,0.01,0.01,0.01
0,0,0.55,0,0.55,0.01,0.01,0.01,0.01
0.4,0.13,0,0.02,0.55,68,33,15,6.6
0,0,0.52,0.04,0.55,0.01,0.01,0.01,0.01
0,0,0.55,0,0.55,0.01,0.01,0.01,0.01
0.13,0.38,0,0.04,0.55,0.01,0.01,0.01,0.01
0.52,0.03,0,0.01,0.55,0.01,0.01,0.01,0.01
0.31,0.21,0,0.04,0.55,0.01,0.01,0.01,0.01
0.31,0.21,0,0.04,0.55,0.01,0.01,0.01,0.01
0.49,0.02,0,0.04,0.55,0.01,0.01,16,5.3
0,0.52,0,0.04,0.55,0.01,0.01,0.01,0.01
0,0,0.55,0,0.55,0.01,0.01,0.01,0.01
0.21,0.16,0.12,0.05,0.55,67,19,19,7.8
0.27,0.21,0,0.07,0.55,68,19,12,6.7
0,0,0.55,0,0.55,0.01,0.01,0.01,0.01
0.51,0,0,0.04,0.55,0.01,0.01,0.01,0.01
0.34,0.18,0,0.02,0.55,93,22,17,8.4
0.22,0.08,0.24,0.01,0.55,82,17,31,8.9
0.31,0.21,0,0.04,0.55,0.01,0.01,0.01,0.01
0.31,0.21,0,0.04,0.55,0.01,0.01,0.01,0.01
0.2,0.25,0.02,0.09,0.55,0.01,0.01,0.01,0.01
0.5,0.01,0,0.05,0.55,81,18,19,6.8
0.21,0.27,0,0.06,0.55,92,13,129,8.3
0,0,0.51,0.04,0.55,0.01,0.01,0.01,0.01
0.37,0.13,0,0.04,0.55,63,43,24,7.2
0.18,0.35,0,0.02,0.55,67,4,6,6.8
0,0,0.55,0,0.55,0.01,0.01,0.01,0.01
0.4,0.13,0,0.02,0.55,72,31,5,8.4
0.01,0.45,0,0.09,0.55,86,22,1625,6.9
0,0,0.55,0,0.55,0.01,0.01,0.01,0.01
0.33,0.22,0,0,0.55,0.01,0.01,0.01,0.01
0.39,0.15,0,0.01,0.55,0.01,0.01,0.01,0.01
0,0,0.55,0,0.55,0.01,0.01,0.01,0.01
0.31,0.18,0,0.05,0.55,0.01,0.01,0.01,0.01
0.39,0.15,0,0.01,0.55,79,28,21,8.3
0.15,0.34,0,0.06,0.55,70,22,7,7.6
0.29,0.2,0.02,0.04,0.55,0.01,0.01,0.01,0.01
0.26,0.24,0,0.05,0.55,0.01,0.01,0.01,0.01
0.39,0.14,0,0.02,0.55,68,25,9,6.7
0.45,0.02,0,0.07,0.55,76,46,63,7.7
0.25,0.03,0.24,0.03,0.55,0.01,0.01,0.01,0.01
0.27,0.21,0,0.07,0.55,41,14,12,4.8
0.3,0.21,0,0.04,0.55,0.01,0.01,0.01,0.01
0.5,0,0,0.04,0.55,0.01,0.01,0.01,0.01
0.4,0.12,0,0.02,0.55,74,61,27,8.5
0.4,0.11,0,0.04,0.55,0.01,0.01,7,7
0.5,0,0,0.04,0.55,67,19,6,6.8
0.26,0.23,0,0.06,0.55,82,34,15,7.1
0.47,0.03,0,0.04,0.55,0.01,0.01,0.01,0.01
0.4,0.1,0,0.04,0.55,0.01,0.01,0.01,0.01
0.35,0.12,0,0.08,0.54,75,69,343,8.3
0.25,0.14,0.13,0.04,0.54,73,72,228,8
0.19,0.23,0.04,0.08,0.54,77,27,351,8
0.36,0,0,0.19,0.54,47,8,15,5.6
0,0.06,0,0.48,0.54,0.01,0.01,0.01,0.01
0.01,0.42,0.03,0.09,0.54,77,22,41,6.3
0.4,0.12,0,0.02,0.54,74,14,8,8.5
0.28,0.17,0,0.09,0.54,80,22,79,6
0.16,0.35,0,0.04,0.54,0.01,0.01,0.01,0.01
0,0,0.54,0,0.54,0.01,0.01,0.01,0.01
0.3,0.16,0,0.07,0.54,70,43,19,6.5
0.49,0.02,0,0.04,0.54,80,45,26,7.8
0.5,0,0,0.04,0.54,0.01,0.01,0.01,0.01
0,0,0.54,0,0.54,0.01,0.01,0.01,0.01
0.44,0.04,0,0.06,0.54,79,27,54,6.4
0.42,0.11,0,0.02,0.54,82,24,10,8.8
0.27,0.21,0,0.07,0.54,66,21,50,7
0.14,0.11,0.25,0.04,0.54,75,39,22,8.6
0.12,0.33,0,0.09,0.54,88,54,300,8.4
0.39,0.14,0,0.01,0.54,0.01,0.01,0.01,0.01
0,0,0.54,0,0.54,0.01,0.01,0.01,0.01
0.18,0.26,0,0.1,0.54,72,31,64,7.4
0.3,0.19,0,0.05,0.54,82,72,297,7.8
0.26,0.21,0,0.07,0.54,0.01,0.01,0.01,0.01
0.26,0.08,0.13,0.07,0.54,70,21,19,8.1
0.24,0.21,0,0.08,0.54,75,14,9,5.7
0.11,0.04,0.36,0.02,0.54,58,18,20,7.5
0.43,0.1,0,0.02,0.54,84,33,14,8.6
0.5,0.03,0,0.01,0.54,0.01,0.01,0.01,0.01
0.43,0.1,0,0.01,0.54,0.01,0.01,0.01,0.01
0.11,0.39,0,0.03,0.54,0.01,0.01,0.01,0.01
0.23,0.25,0,0.06,0.54,84,29,23,8.3
0,0,0.54,0,0.54,0.01,0.01,0.01,0.01
0.07,0.4,0,0.07,0.54,0.01,0.01,0.01,0.01
0.46,0.02,0.01,0.05,0.54,81,32,25,7.5
0.22,0.23,0.03,0.05,0.54,77,83,354,7.8
0.09,0.06,0.35,0.04,0.54,0.01,0.01,0.01,0.01
0.29,0.08,0.16,0.01,0.54,85,42,143,8.9
0.26,0.04,0.22,0.03,0.54,78,57,103,8.6
0,0,0.54,0,0.54,0.01,0.01,0.01,0.01
0.24,0.23,0,0.06,0.54,0.01,0.01,0.01,0.01
0,0,0.5,0.04,0.54,0.01,0.01,0.01,0.01
0.25,0.07,0.17,0.05,0.54,82,62,289,8.3
0.39,0.14,0,0.01,0.54,0.01,0.01,0.01,0.01
0.42,0.11,0,0.01,0.54,87,20,18,8.6
0.46,0.06,0,0.02,0.54,74,11,42,9.2
0,0,0.54,0,0.54,0.01,0.01,0.01,0.01
0.26,0.21,0,0.07,0.54,89,18,38,8.4
0.36,0.13,0,0.05,0.54,70,17,20,7.5
0.39,0.1,0.01,0.04,0.54,55,24,53,5.8
0.29,0.16,0.04,0.05,0.54,71,56,64,7.3
0.4,0.07,0.03,0.03,0.54,67,50,140,6.6
0.31,0.18,0,0.05,0.54,47,5,0.01,0.01
0.45,0.02,0,0.07,0.54,58,29,10,8.6
0.3,0.2,0,0.04,0.54,80,15,16,8.6
0.5,0,0,0.04,0.54,0.01,0.01,0.01,0.01
0.4,0.09,0,0.05,0.54,81,30,92,5.9
0.5,0.03,0,0.01,0.54,0.01,0.01,0.01,0.01
0.5,0,0,0.04,0.54,0.01,0.01,0.01,0.01
0.26,0.2,0,0.07,0.54,59,17,14,8.6
0.22,0.27,0,0.05,0.54,41,8,11,5
0.26,0.2,0,0.07,0.54,80,41,68,8.9
0.18,0.2,0.07,0.08,0.54,58,49,15,5.9
0.41,0.11,0,0.01,0.54,88,16,7,8.1
0.48,0.02,0,0.03,0.54,0.01,0.01,0.01,0.01
0.26,0.2,0,0.07,0.54,83,41,38,8.7
0.48,0.01,0,0.04,0.54,46,7,7,4.6
0,0.05,0.48,0,0.53,0.01,0.01,0.01,0.01
0,0,0.53,0,0.53,0.01,0.01,0.01,0.01
0.26,0.2,0,0.07,0.53,81,21,20,7.9
0.07,0.05,0.38,0.03,0.53,0.01,0.01,0.01,0.01
0.45,0.02,0,0.07,0.53,78,19,13,9.1
0.42,0.07,0,0.04,0.53,0.01,0.01,0.01,0.01
0.12,0.15,0.18,0.09,0.53,83,54,67,8.1
0.26,0.2,0,0.07,0.53,0.01,0.01,0.01,0.01
0.3,0.15,0.03,0.05,0.53,85,62,85,8.8
0.35,0.01,0.14,0.03,0.53,78,26,52,8.1
0.26,0.2,0,0.07,0.53,75,34,49,9.3
0.17,0.32,0,0.04,0.53,88,54,1263,7.5
0.38,0.14,0,0.01,0.53,0.01,0.01,0.01,0.01
0.3,0.2,0,0.03,0.53,51,16,14,4.6
0.44,0.02,0,0.07,0.53,78,19,13,8.3
0.15,0.07,0.27,0.05,0.53,87,49,102,8.7
0.26,0.2,0,0.07,0.53,58,24,21,8.1
0.4,0.11,0,0.02,0.53,0.01,0.01,0.01,0.01
0.25,0.23,0,0.06,0.53,62,38,46,7.1
0.26,0.2,0,0.07,0.53,78,23,8,8.3
0.3,0.2,0,0.03,0.53,0.01,0.01,0.01,0.01
0.26,0.2,0,0.07,0.53,0.01,0.01,8,7.9
0.4,0.11,0,0.02,0.53,78,30,14,7.7
0.3,0.2,0,0.03,0.53,0.01,0.01,0.01,0.01
0,0,0.53,0,0.53,0.01,0.01,0.01,0.01
0.26,0.21,0,0.05,0.53,0.01,0.01,5,9
0,0,0.53,0,0.53,0.01,0.01,0.01,0.01
0,0,0.53,0,0.53,0.01,0.01,0.01,0.01
0.34,0.17,0,0.02,0.53,82,43,11,8.5
0.32,0.19,0,0.01,0.53,89,65,66,8.4
0.32,0.19,0,0.02,0.53,72,42,15,7
0.26,0.2,0,0.07,0.53,71,24,22,8.2
0.31,0.19,0,0.03,0.53,59,23,10,6.6
0.26,0.2,0,0.07,0.53,63,26,27,6.3
0,0.13,0.38,0.02,0.53,74,11,11,8.5
0.39,0.03,0.08,0.04,0.53,72,57,83,8.4
0.21,0.04,0.26,0.03,0.53,0.01,0.01,0.01,0.01
0.24,0.2,0.01,0.09,0.53,83,57,288,7.7
0.43,0.09,0,0.01,0.53,0.01,0.01,0.01,0.01
0.42,0.07,0,0.04,0.53,0.01,0.01,0.01,0.01
0.04,0.01,0.48,0,0.53,69,13,9,7.6
0.41,0.11,0,0.01,0.53,81,36,12,8.4
0.36,0.12,0,0.05,0.53,0.01,0.01,236,5.1
0.21,0.23,0,0.09,0.53,81,29,114,7.7
0,0,0.49,0.03,0.53,0.01,0.01,0.01,0.01
0.21,0.27,0,0.05,0.53,56,9,0.01,0.01
0.11,0.26,0.02,0.14,0.53,73,22,22,7.7
0.27,0.19,0.03,0.04,0.53,71,5,14,8.1
0.35,0.13,0,0.05,0.53,75,7,4,8.3
0.48,0,0,0.04,0.53,0.01,0.01,0.01,0.01
0.26,0.2,0,0.07,0.53,69,24,23,7.8
0.31,0.17,0,0.05,0.53,60,8,0.01,0.01
0.35,0.09,0,0.08,0.53,61,12,9,6.4
0.49,0,0,0.04,0.53,47,5,10,5.4
0.13,0.28,0.01,0.1,0.53,43,41,71,3.9
0.34,0.03,0.11,0.04,0.53,78,51,150,7.5
0.41,0.11,0,0.01,0.53,82,13,23,8.7
0.16,0.28,0,0.09,0.53,91,27,1861,8.6
0.28,0.21,0,0.05,0.53,87,13,65,5.6
0.21,0.27,0,0.04,0.53,0.01,0.01,0.01,0.01
0.26,0.2,0,0.07,0.53,68,36,24,7.7
0.44,0.02,0,0.07,0.53,84,52,73,8.5
0.04,0.39,0.02,0.07,0.53,0.01,0.01,0.01,0.01
0,0,0.53,0,0.53,0.01,0.01,0.01,0.01
0.38,0.01,0.1,0.04,0.53,76,56,56,7.3
0.49,0.03,0,0,0.53,0.01,0.01,0.01,0.01
0.49,0.03,0,0,0.53,0.01,0.01,0.01,0.01
0,0,0.49,0.03,0.53,0.01,0.01,0.01,0.01
0.26,0.2,0,0.07,0.53,66,21,23,8
0.24,0.09,0.19,0.01,0.52,81,21,25,8
0.21,0.12,0.13,0.07,0.52,0.01,0.01,6,7.2
0,0,0.52,0,0.52,82,24,16,8.4
0.29,0.2,0,0.03,0.52,55,8,0.01,0.01
0.19,0.25,0,0.09,0.52,61,33,78,3.7
0.25,0.19,0,0.08,0.52,66,11,16,8.4
0.18,0.24,0.02,0.08,0.52,68,45,436,6.5
0,0,0.52,0,0.52,0.01,0.01,0.01,0.01
0.17,0.26,0,0.1,0.52,76,18,12,6.2
0.11,0.29,0,0.12,0.52,0.01,0.01,0.01,0.01
0.49,0,0,0.03,0.52,0.01,0.01,0.01,0.01
0.32,0.15,0,0.05,0.52,77,68,114,8
0.47,0,0.01,0.04,0.52,76,25,22,4.2
0.22,0.21,0,0.09,0.52,0.01,0.01,21,6
0.17,0,0.33,0.02,0.52,69,27,21,8.2
0.46,0.01,0.02,0.04,0.52,41,15,21,4
0.28,0.19,0,0.05,0.52,79,51,19,7.8
0.13,0,0,0.39,0.52,46,10,6,5.2
0.47,0.01,0,0.04,0.52,70,4,0.01,0.01
0.29,0.2,0,0.03,0.52,89,15,37,9.1
0.08,0.29,0,0.16,0.52,68,23,14,7.2
0.21,0.04,0.24,0.02,0.52,68,46,94,7.1
0.29,0.2,0,0.03,0.52,73,19,36,8.5
0.18,0.14,0.16,0.05,0.52,87,17,126,9
0.47,0,0,0.04,0.52,73,37,19,5.3
0.07,0.1,0.34,0.01,0.52,0.01,0.01,0.01,0.01
0.26,0.2,0,0.07,0.52,86,61,51,8.9
0.39,0.09,0,0.04,0.52,79,26,22,6.9
0.39,0.11,0,0.02,0.52,90,14,15,8.2
0.47,0,0,0.04,0.52,56,12,13,7.3
0.29,0.2,0,0.03,0.52,68,5,0.01,0.01
0.28,0.07,0.16,0.01,0.52,0.01,0.01,0.01,0.01
0.12,0.25,0.02,0.13,0.52,0.01,0.01,0.01,0.01
0.46,0,0.02,0.04,0.52,75,32,15,7.8
0.29,0.2,0,0.03,0.52,0.01,0.01,0.01,0.01
0.09,0.31,0,0.11,0.52,65,21,8,3.9
0.12,0.08,0.28,0.03,0.52,0.01,0.01,0.01,0.01
0.17,0.13,0.18,0.04,0.52,78,15,0.01,0.01
0,0,0.52,0,0.52,0.01,0.01,0.01,0.01
0.25,0.19,0.02,0.06,0.52,82,43,99,7.2
0.22,0.15,0.04,0.1,0.52,78,40,107,7.8
0.25,0.2,0,0.07,0.52,81,26,57,8.4
0.38,0.12,0,0.02,0.52,79,55,29,7.8
0.37,0.14,0,0.01,0.52,52,5,0.01,0.01
0.1,0.36,0.01,0.05,0.52,56,23,0.01,0.01
0.46,0.01,0,0.04,0.52,74,22,22,8.1
0.25,0.2,0,0.07,0.52,68,44,56,8.2
0.1,0.07,0.31,0.03,0.52,0.01,0.01,0.01,0.01
0,0,0.52,0,0.52,0.01,0.01,0.01,0.01
0.25,0.2,0,0.07,0.52,80,41,26,7.9
0.46,0.05,0,0,0.52,78,29,35,8.6
0.32,0.03,0.15,0.03,0.52,77,14,30,7.9
0.18,0.08,0.22,0.04,0.52,58,18,22,7.9
0.37,0.14,0,0.01,0.52,90,20,6,8
0.37,0.14,0,0.01,0.52,69,11,13,8.2
0.22,0.21,0,0.09,0.52,0.01,0.01,0.01,0.01
0.17,0.11,0.2,0.03,0.52,0.01,0.01,0.01,0.01
0.38,0.11,0,0.02,0.52,0.01,0.01,0.01,0.01
0.47,0,0,0.04,0.52,0.01,0.01,0.01,0.01
0.26,0.2,0,0.05,0.52,70,10,4,7.5
0.29,0.19,0,0.03,0.52,81,6,9,8.8
0.19,0.27,0.02,0.04,0.52,0.01,0.01,0.01,0.01
0.25,0.2,0,0.07,0.52,0.01,0.01,0.01,0.01
0.09,0.36,0,0.06,0.52,0.01,0.01,0.01,0.01
0.13,0.07,0.27,0.05,0.51,71,56,113,6.1
0.13,0.1,0.25,0.03,0.51,74,22,19,8.2
0.23,0.24,0,0.04,0.51,78,24,318,7.9
0.32,0.15,0,0.04,0.51,59,35,22,5.5
0.21,0.21,0,0.09,0.51,76,23,18,7.3
0.36,0.11,0,0.04,0.51,70,26,14,7.7
0.48,0.03,0,0.01,0.51,0.01,0.01,0.01,0.01
0.25,0.2,0,0.07,0.51,47,14,7,6.3
0.08,0.05,0.35,0.03,0.51,0.01,0.01,0.01,0.01
0.25,0.2,0,0.07,0.51,53,17,8,8.4
0.36,0.03,0.08,0.04,0.51,53,55,230,6.4
0.3,0.16,0.01,0.05,0.51,70,16,67,7.6
0.26,0.19,0,0.06,0.51,91,29,3441,8.4
0.4,0.1,0,0.01,0.51,94,19,17,7.7
0.15,0.08,0.22,0.06,0.51,77,71,298,8.2
0,0,0.51,0,0.51,0.01,0.01,0.01,0.01
0.25,0.2,0,0.07,0.51,74,16,12,7.8
0.35,0.11,0,0.06,0.51,67,46,139,7.4
0.28,0.19,0,0.03,0.51,0.01,0.01,0.01,0.01
0,0,0.51,0,0.51,0.01,0.01,0.01,0.01
0.47,0,0,0.04,0.51,64,9,4,7.5
0.35,0.12,0,0.04,0.51,0.01,0.01,6,6.2
0.23,0.23,0,0.05,0.51,80,43,18,8.4
0.28,0.15,0,0.08,0.51,34,14,196,3.6
0.47,0,0,0.04,0.51,76,26,38,7.6
0.25,0.21,0,0.05,0.51,69,18,13,7.4
0.09,0.32,0,0.1,0.51,55,8,4,4.8
0.37,0.14,0,0.01,0.51,0.01,0.01,0.01,0.01
0.41,0.09,0,0.01,0.51,0.01,0.01,0.01,0.01
0,0,0.51,0,0.51,0.01,0.01,0.01,0.01
0.01,0.26,0.22,0.02,0.51,0.01,0.01,0.01,0.01
0.12,0.33,0,0.06,0.51,0.01,0.01,0.01,0.01
0.12,0.27,0.06,0.05,0.51,82,13,17,8.4
0.44,0.04,0,0.02,0.51,85,19,11,8.2
0.35,0.12,0,0.05,0.51,56,10,4,7
0,0,0.48,0.03,0.51,0.01,0.01,0.01,0.01
0.37,0.14,0,0.01,0.51,62,4,8,8.8
0.44,0.03,0,0.04,0.51,74,23,21,8.1
0.15,0.12,0.2,0.04,0.51,75,45,55,8.4
0.19,0.2,0,0.12,0.51,0.01,0.01,9,6.6
0,0.46,0,0.05,0.51,91,67,3564,8.6
0.18,0,0.3,0.02,0.51,62,26,24,7.3
0.12,0.2,0.07,0.12,0.51,80,52,45,6.2
0.42,0.02,0,0.07,0.51,76,11,51,4.6
0.36,0.08,0.02,0.04,0.51,56,29,33,7.5
0.47,0,0,0.04,0.51,0.01,0.01,0.01,0.01
0.37,0.11,0,0.02,0.51,66,7,0.01,0.01
0.25,0.19,0,0.06,0.51,71,4,4,4.8
0,0,0.51,0,0.51,0.01,0.01,0.01,0.01
0.36,0.13,0,0.01,0.51,73,26,21,7
0.19,0.11,0.19,0.03,0.51,81,70,108,7.4
0.37,0.11,0,0.02,0.51,82,35,8,8.1
0.25,0.19,0,0.06,0.51,76,54,191,7.8
0.46,0.01,0,0.04,0.51,68,8,0.01,0.01
0.47,0.03,0,0.01,0.51,0.01,0.01,0.01,0.01
0.22,0.17,0.05,0.06,0.51,78,30,5,8.4
0.25,0.19,0,0.06,0.51,0.01,0.01,0.01,0.01
0.29,0.18,0,0.04,0.51,77,47,39,5.6
0.28,0.19,0,0.03,0.51,0.01,0.01,0.01,0.01
0.26,0.2,0,0.05,0.51,73,69,141,8.2
0.36,0.13,0,0.01,0.5,56,4,0.01,0.01
0.42,0.02,0,0.07,0.5,55,41,25,7.2
0.1,0.37,0,0.03,0.5,0.01,0.01,28,2
0.25,0.19,0,0.06,0.5,51,9,6,7.5
0.33,0.13,0,0.05,0.5,47,8,0.01,0.01
0.47,0.03,0,0.01,0.5,0.01,0.01,0.01,0.01
0.45,0.01,0,0.04,0.5,88,41,61,8.4
0.17,0.28,0,0.06,0.5,83,34,60,8.4
0.44,0.03,0,0.04,0.5,81,50,46,7.8
0.42,0.06,0,0.02,0.5,86,33,12,7.6
0,0,0.5,0,0.5,0.01,0.01,0.01,0.01
0.31,0.12,0,0.07,0.5,81,30,0.01,0.01
0.43,0.03,0,0.04,0.5,62,16,12,6.7
0.39,0.1,0,0.01,0.5,60,10,4,6.5
0.28,0.19,0,0.03,0.5,0.01,0.01,0.01,0.01
0.25,0.19,0,0.06,0.5,44,13,11,7
0.45,0.02,0,0.03,0.5,0.01,0.01,0.01,0.01
0.46,0.01,0,0.04,0.5,0.01,0.01,0.01,0.01
0.25,0.19,0,0.06,0.5,83,36,105,8.4
0.19,0.22,0,0.09,0.5,54,30,29,6.7
0.25,0.19,0,0.06,0.5,0.01,0.01,0.01,0.01
0.47,0.03,0,0.01,0.5,0.01,0.01,0.01,0.01
0.17,0.02,0.3,0.02,0.5,83,33,36,8.7
0.25,0.19,0,0.06,0.5,73,7,37,6.5
0.25,0.19,0,0.06,0.5,75,13,6,7.7
0.36,0.02,0.07,0.04,0.5,63,31,24,7.1
0.1,0.34,0,0.07,0.5,78,36,55,6.6
0.08,0.27,0,0.15,0.5,80,18,29,7.3
0.25,0.13,0.04,0.07,0.5,71,60,169,7.5
0.18,0.22,0.02,0.08,0.5,76,37,50,7.3
0.22,0.07,0.18,0.02,0.5,78,60,113,7.8
0.17,0.24,0,0.09,0.5,0.01,0.01,0.01,0.01
0.47,0,0,0.03,0.5,0.01,0.01,4,7.3
0.46,0.01,0,0.03,0.5,0.01,0.01,0.01,0.01
0.25,0.2,0,0.05,0.5,72,56,96,6
0.4,0.09,0,0.01,0.5,0.01,0.01,0.01,0.01
0.24,0.18,0,0.08,0.5,0.01,0.01,0.01,0.01
0.24,0.19,0,0.06,0.5,81,22,8,8.3
0.13,0.05,0.31,0.01,0.5,88,20,26,9.1
0.45,0.01,0,0.04,0.5,59,29,10,5.8
0,0,0.5,0,0.5,0.01,0.01,0.01,0.01
0.28,0.19,0,0.03,0.5,0.01,0.01,0.01,0.01
0.3,0.1,0.08,0.02,0.5,83,64,25,8.7
0.47,0,0,0.03,0.5,68,19,22,6.4
0.11,0.07,0.29,0.03,0.5,66,11,9,8.2
0.24,0.17,0,0.09,0.5,72,50,77,8.1
0.46,0,0,0.04,0.5,65,10,5,7.4
0.42,0.04,0,0.04,0.5,89,61,141,8.1
0.24,0.19,0,0.06,0.5,0.01,0.01,0.01,0.01
0.24,0.19,0,0.06,0.5,65,8,8,7.3
0.41,0.02,0,0.07,0.5,0.01,0.01,4,7
0.11,0.08,0.28,0.03,0.5,68,37,46,8.9
0.45,0.01,0,0.04,0.5,80,42,30,8.2
0.24,0.19,0,0.06,0.5,80,25,16,8.7
0.38,0.1,0,0.01,0.5,82,30,17,8.9
0,0,0.5,0,0.5,0.01,0.01,0.01,0.01
0.24,0.19,0,0.06,0.5,67,21,26,9
0.19,0.22,0,0.08,0.5,84,59,536,7.6
0.36,0.13,0,0.01,0.5,84,17,16,8.4
0,0,0.5,0,0.5,0.01,0.01,0.01,0.01
0,0,0.46,0.03,0.5,0.01,0.01,0.01,0.01
0.23,0.21,0.01,0.05,0.5,69,79,86,7.3
0.41,0.02,0,0.07,0.5,0.01,0.01,30,8.2
0.41,0.01,0,0.07,0.5,64,42,19,7.8
0,0,0.5,0,0.5,0.01,0.01,0.01,0.01
0.24,0.19,0,0.06,0.5,50,19,6,7.3
0.17,0.13,0.14,0.06,0.5,0.01,0.01,62,7.1
0.46,0.03,0,0.01,0.5,0.01,0.01,0.01,0.01
0.27,0.14,0.04,0.04,0.5,70,67,157,8.1
0.24,0.19,0,0.06,0.5,0.01,0.01,0.01,0.01
0.46,0.03,0,0.01,0.5,0.01,0.01,0.01,0.01
0.46,0.03,0,0.01,0.5,0.01,0.01,0.01,0.01
0.29,0.16,0,0.04,0.5,0.01,0.01,0.01,0.01
0.41,0.02,0.03,0.04,0.5,61,46,6,5
0.46,0,0,0.04,0.5,81,35,16,8
0.19,0.15,0.12,0.03,0.49,75,59,56,7.2
0.28,0.03,0.16,0.02,0.49,83,35,33,8.4
0.09,0.06,0.32,0.03,0.49,54,22,28,7
0.46,0,0,0.04,0.49,0.01,0.01,6,6.7
0.26,0.15,0.05,0.04,0.49,55,57,31,5.5
0,0.42,0,0.07,0.49,0.01,0.01,35,7.6
0.35,0.13,0,0.01,0.49,70,4,0.01,0.01
0.44,0.02,0,0.04,0.49,57,16,7,5.6
0.1,0.34,0,0.05,0.49,84,42,56,6.9
0.08,0.3,0.02,0.09,0.49,0.01,0.01,0.01,0.01
0.44,0.02,0,0.04,0.49,81,65,38,7.6
0.46,0.03,0,0.01,0.49,0.01,0.01,0.01,0.01
0.24,0.14,0.07,0.04,0.49,59,34,145,6.4
0.27,0.1,0.07,0.05,0.49,58,34,47,7.1
0.33,0.12,0,0.04,0.49,0.01,0.01,0.01,0.01
0.13,0.02,0.32,0.02,0.49,66,13,28,7.6
0.41,0.01,0,0.07,0.49,69,42,42,7.9
0.39,0.05,0,0.05,0.49,80,18,81,6
0.43,0.03,0,0.04,0.49,57,37,54,5.3
0.38,0.1,0,0.01,0.49,64,25,20,6.9
