UDI,Product,type,Air,Process,Rotationa2,Torque,Too2,Target
1142,248321,2,297,307.9,1635,31.6,147,0
1143,248322,2,296.9,307.9,1423,43.9,149,0
1144,248323,2,297,307.9,1479,39.2,151,0
1145,248324,2,297,307.9,1296,69.1,153,1
1146,248325,2,297,307.8,1553,33.3,155,0
1147,248326,2,297,307.9,1529,42.2,157,0
1148,116007,1,297.1,308,1690,25.6,159,0
1149,248328,2,297.1,308,1348,58,162,0
1150,248329,2,297.2,308.1,1446,38.5,164,0
1151,248330,2,297.1,307.9,1456,50,166,0
1152,248331,2,297,307.9,1350,47.7,168,0
1153,248332,2,297.1,307.9,1507,38.3,170,0
1154,330567,3,297,307.9,1448,45.6,172,0
1155,248334,2,296.9,307.9,1626,29.9,177,0
1156,330569,3,297,307.9,1846,27.3,179,0
1157,330570,3,297,307.8,1404,40.7,184,0
1158,248337,2,297,307.8,1583,37.2,189,0
1159,248338,2,297,307.9,1436,47.7,191,0
1160,248339,2,297,307.8,1609,35.6,193,0
1161,330574,3,297,307.7,1834,23.8,195,0
1162,248341,2,297,307.8,1316,61.2,200,1
1163,248342,2,296.9,307.8,1400,57.1,202,1
1164,248343,2,296.9,307.9,1367,47.1,204,0
1165,248344,2,297.1,308.1,1754,30.3,206,0
1166,248345,2,297.1,308.1,1487,34.6,208,0
1167,116026,1,297.1,308.1,1506,37.7,210,0
1168,248347,2,297,308.1,1362,52.5,213,1
1169,248348,2,297.1,308.1,1584,36.8,215,0
1170,248349,2,297,308.1,1355,43.7,217,0
1171,116030,1,297.1,308.1,1823,24.3,219,0
1172,330585,3,297,308.1,1517,41.4,222,0
1173,248352,2,297.1,308.1,1446,36.6,227,0
1174,330587,3,297.1,308,1559,38.8,229,0
1175,116034,1,297.1,308.1,1352,44.4,0,0
1176,116035,1,297.2,308.3,1578,37.8,3,0
1177,116036,1,297.2,308.3,1429,42,6,0
1178,116037,1,297.2,308.3,1604,39.4,9,0
1179,248358,2,297.3,308.5,1398,60.4,12,0
1180,248359,2,297.3,308.4,1441,43.4,14,0
1181,330594,3,297.3,308.4,1531,35.6,16,0
1182,248361,2,297.2,308.3,1379,52.1,21,0
1183,248362,2,297.3,308.3,1410,48.1,23,0
1184,248363,2,297.3,308.4,1513,40.5,25,0
1185,248364,2,297.3,308.5,1497,47.5,27,0
1186,248365,2,297.3,308.4,1491,46.5,29,0
1187,248366,2,297.3,308.4,1417,47.8,31,0
1188,116047,1,297.4,308.6,1522,38,33,0
1189,248368,2,297.3,308.4,1339,52.1,36,0
1190,116049,1,297.2,308.3,1794,27.5,38,0
1191,248370,2,297.2,308.4,1460,42.1,41,0
1192,116051,1,297.2,308.3,1776,28,43,0
1193,116052,1,297.2,308.3,1431,43.7,46,0
1194,248373,2,297.1,308.2,1347,50.8,49,0
1195,116054,1,297,308.1,1507,43.1,51,0
1196,116055,1,297,308,1408,47.9,54,0
1197,116056,1,297,307.9,1493,34.7,57,0
1198,116057,1,296.9,307.9,1441,47.6,60,0
1199,330612,3,296.9,307.9,1557,36.5,63,0
1200,116059,1,296.9,307.9,1979,20.4,68,0
1201,116060,1,296.9,308,1430,55.9,71,0
1202,248381,2,296.9,308,1658,41,74,0
1203,116062,1,297,308.1,1355,51.4,76,0
1204,330617,3,297,308.1,1410,47.6,79,0
1205,248384,2,296.9,308,1521,34.5,84,0
1206,248385,2,296.8,308,1371,54.5,86,0
1207,330620,3,296.9,308,1318,53.5,88,0
1208,116067,1,297,308.1,1573,34.9,93,0
1209,248388,2,297,308.1,1489,44.1,96,0
1210,330623,3,297,308.1,2540,13.3,98,0
1211,248390,2,297,308.1,1537,39,103,0
1212,330625,3,296.9,308,1416,46.9,105,0
1213,248392,2,296.9,307.9,1359,56.5,110,0
1214,116073,1,296.8,307.8,1551,38.9,112,0
1215,116074,1,296.8,307.8,1694,33,115,0
1216,248395,2,296.8,307.9,1709,28.4,118,0
1217,248396,2,296.9,308,1514,41,120,0
1218,248397,2,297,308.1,1455,43.5,122,0
1219,116078,1,297,308.2,1702,30.7,124,0
1220,116079,1,296.9,308.1,1357,41.8,127,0
1221,248400,2,297,308.2,1577,29.4,130,0
1222,116081,1,297,308.3,1399,46.4,132,0
1223,248402,2,297,308.3,1399,59,135,0
1224,248403,2,297,308.3,1492,48.1,137,0
1225,248404,2,297.1,308.3,1763,25.7,139,0
1226,330639,3,297.1,308.3,1492,41.5,141,0
1227,248406,2,297.1,308.4,1488,42.5,146,0
1228,248407,2,297.1,308.4,1422,42.1,148,0
1229,116088,1,297.1,308.4,1583,38.2,150,0
1230,248409,2,297.1,308.4,1304,53.5,153,0
1231,116090,1,297.1,308.4,1880,23.5,155,0
1232,116091,1,297.2,308.5,1604,40.7,158,0
1233,248412,2,297.2,308.6,1500,37.1,161,0
1234,116093,1,297.2,308.5,1364,55.6,163,0
1235,330648,3,297.2,308.5,2440,14,166,0
1236,330649,3,297.1,308.4,1654,31.4,171,0
1237,330650,3,297.1,308.4,1359,46.6,176,0
1238,116097,1,297.1,308.4,1502,37.3,181,0
1239,116098,1,297.1,308.4,1615,32.6,184,0
1240,330653,3,297.2,308.5,1482,39.3,187,0
1241,248420,2,297.2,308.6,1636,31.3,192,0
1242,116101,1,297.1,308.5,1621,32.4,194,0
1243,248422,2,297.1,308.4,1468,44.4,197,0
1244,116103,1,297.1,308.4,1432,53.4,199,0
1245,248424,2,297.1,308.4,1726,28.4,202,0
1246,116105,1,297.1,308.4,1588,33.4,204,0
1247,330660,3,297.2,308.5,1653,33.3,207,0
1248,248427,2,297.2,308.5,1513,42.9,212,0
1249,248428,2,297.2,308.6,1489,40.2,214,0
1250,248429,2,297.3,308.7,1467,36.8,216,0
1251,248430,2,297.3,308.7,1549,36.1,218,0
1252,116111,1,297.4,308.8,1359,48.7,220,0
1253,248432,2,297.5,308.8,1533,41.5,223,0
1254,248433,2,297.5,308.8,1309,57.3,0,0
1255,330668,3,297.5,308.8,1430,49.4,2,0
1256,330669,3,297.5,308.9,1419,50.7,7,0
1257,116116,1,297.5,308.9,1535,37.7,12,0
1258,248437,2,297.5,308.9,1466,43,15,0
1259,248438,2,297.5,308.9,1427,50.4,17,0
1260,116119,1,297.5,308.9,1280,48.5,19,0
1261,248440,2,297.6,309,1528,33.8,22,0
1262,330675,3,297.6,309,1885,25.2,24,0
1263,330676,3,297.8,309.2,1648,33,29,0
1264,248443,2,297.8,309.2,1400,56.9,34,0
1265,116124,1,297.8,309.3,2243,15.7,36,0
1266,248445,2,297.9,309.4,1558,35.7,39,0
1267,248446,2,298,309.6,1633,34.8,41,0
1268,116127,1,298.1,309.6,1549,38.7,43,0
1269,248448,2,298,309.5,1496,45.8,46,0
1270,248449,2,298.1,309.5,1467,41.8,48,0
1271,116130,1,298,309.4,1276,65.9,50,0
1272,330685,3,298,309.4,1490,40.5,53,0
1273,330686,3,298,309.4,1562,38.1,58,0
1274,248453,2,298.1,309.4,1397,48.2,63,0
1275,330688,3,298.1,309.5,1530,40.2,65,0
1276,116135,1,298.1,309.4,1362,47.6,70,0
1277,116136,1,298.2,309.4,1693,34.4,73,0
1278,116137,1,298.2,309.4,1408,46.5,76,0
1279,248458,2,298.2,309.4,1398,52.9,79,0
1280,116139,1,298.3,309.6,1531,40.1,81,0
1281,330694,3,298.3,309.5,1521,37.1,84,0
1282,330695,3,298.3,309.5,1427,54.3,89,0
1283,248462,2,298.3,309.4,1546,36.1,94,0
1284,248463,2,298.3,309.4,1356,45.4,96,0
1285,248464,2,298.4,309.5,2153,15.3,98,1
1286,116145,1,298.5,309.6,1492,41.7,100,0
1287,248466,2,298.5,309.6,1582,40.3,103,0
1288,248467,2,298.5,309.6,1419,41.5,105,0
1289,116148,1,298.5,309.6,1441,48.2,107,0
1290,116149,1,298.6,309.7,1635,32.2,110,0
1291,248470,2,298.6,309.7,1429,45.8,113,0
1292,116151,1,298.6,309.7,1675,28.4,115,0
1293,116152,1,298.7,309.7,1868,23.8,118,0
1294,330707,3,298.7,309.8,1582,33.4,121,0
1295,248474,2,298.8,309.9,1486,40.3,126,0
1296,248475,2,298.7,309.8,1402,54.3,128,0
1297,248476,2,298.7,309.9,1621,34.1,130,0
1298,248477,2,298.8,309.9,1428,42.4,132,0
1299,116158,1,298.7,309.8,1343,53.6,134,0
1300,116159,1,298.7,309.9,1458,40.2,137,0
1301,248480,2,298.7,309.8,1322,57,140,0
1302,248481,2,298.7,309.9,1483,32.8,142,0
1303,248482,2,298.6,309.8,1505,45.7,144,0
1304,248483,2,298.7,309.9,1593,42.5,146,0
1305,248484,2,298.8,310,2098,19.6,148,0
1306,248485,2,298.8,310,1672,30.4,150,0
1307,248486,2,298.8,310,1487,41.4,152,0
1308,248487,2,298.8,310,1423,42.1,154,0
1309,248488,2,298.9,310.1,1750,25,156,0
1310,248489,2,298.9,310.2,1654,31.1,158,0
1311,248490,2,298.9,310.2,1498,50.2,160,0
1312,248491,2,298.9,310.1,1587,30.2,162,0
1313,248492,2,298.9,310.1,1473,42.6,164,0
1314,248493,2,298.9,310.2,1359,56.9,166,0
1315,116174,1,299,310.3,1635,34.5,168,0
1316,248495,2,299,310.3,1520,45,171,0
1317,248496,2,299,310.3,1507,36.7,173,0
1318,248497,2,299,310.3,1428,46.3,175,0
1319,116178,1,299,310.3,1582,33.3,177,0
1320,248499,2,299,310.3,1929,24.4,180,0
1321,116180,1,299,310.3,1540,38.1,182,0
1322,248501,2,298.9,310.2,1362,53,185,0
1323,330736,3,298.9,310.1,1452,49.9,187,0
1324,248503,2,298.9,310.1,1361,51.7,192,0
1325,116184,1,298.8,310.1,1243,74.5,194,1
1326,330739,3,298.8,310.1,1567,36.8,197,0
1327,248506,2,298.9,310.2,1411,46.5,202,0
1328,248507,2,298.8,310.2,1814,26.8,204,0
1329,116188,1,298.8,310.1,1719,28.8,206,0
1330,330743,3,298.8,310.2,1663,30.4,209,0
1331,248510,2,298.9,310.2,1696,30.2,214,0
1332,330745,3,298.9,310.2,1771,26.8,216,0
1333,248512,2,299,310.3,1868,24,221,0
1334,116193,1,299,310.3,1558,35.4,223,0
1335,248514,2,299,310.4,1365,49.1,226,1
1336,248515,2,299,310.4,1371,53.8,228,1
1337,248516,2,298.9,310.3,1583,32.6,230,0
1338,330751,3,298.7,310.2,1613,36,0,0
1339,248518,2,298.6,310.1,1721,27.2,5,0
1340,116199,1,298.6,310.2,1668,31.5,7,0
1341,248520,2,298.6,310.2,1569,36.3,10,0
1342,116201,1,298.6,310.2,1328,50.5,12,0
1343,116202,1,298.6,310.1,1596,33,15,0
1344,248523,2,298.5,310.2,1676,32.7,18,0
1345,248524,2,298.5,310.1,1809,28.9,20,0
1346,248525,2,298.5,310,1804,26.1,22,0
1347,248526,2,298.6,310.1,1533,33.9,24,0
1348,248527,2,298.7,310.2,1717,27.3,26,0
1349,248528,2,298.7,310.2,1363,45.5,28,0
1350,248529,2,298.7,310.2,1402,45.9,30,0
1351,248530,2,298.7,310.2,1436,47.5,32,0
1352,248531,2,298.7,310.2,1525,43.7,34,0
1353,116212,1,298.7,310.2,1598,33.3,36,0
1354,116213,1,298.6,310.1,1444,48.1,39,0
1355,248534,2,298.6,310,1334,48,42,0
1356,116215,1,298.6,310,1681,35.5,44,0
1357,248536,2,298.6,309.9,1593,37.4,47,0
1358,248537,2,298.6,309.9,1461,45.7,49,0
1359,116218,1,298.7,310.1,1693,31.9,51,0
1360,248539,2,298.7,310.2,1404,50.3,54,0
1361,330774,3,298.8,310.2,1707,27.6,56,0
1362,116221,1,298.6,310.1,1458,41.9,61,0
1363,248542,2,298.6,310,1517,41.2,64,0
1364,248543,2,298.7,310.1,1433,54.6,66,0
1365,248544,2,298.7,310.2,1566,33.1,68,0
1366,248545,2,298.7,310.1,1676,33.5,70,0
1367,116226,1,298.7,310.1,1368,56.8,72,0
1368,116227,1,298.8,310.2,1581,37.5,75,0
1369,330782,3,298.8,310.3,1708,27.1,78,0
1370,116229,1,298.7,310.3,1481,41.5,83,0
1371,248550,2,298.7,310.3,1451,40,86,0
1372,116231,1,298.7,310.3,1495,38.7,88,0
1373,116232,1,298.8,310.3,1573,41.8,91,0
1374,116233,1,298.8,310.3,1366,59,94,0
1375,248554,2,298.8,310.3,1553,36.8,97,0
1376,116235,1,298.8,310.3,1528,37.1,99,0
1377,116236,1,298.8,310.2,1527,31.2,102,0
1378,248557,2,298.8,310.2,1461,46.7,105,0
1379,330792,3,298.8,310.2,1455,44.9,107,0
1380,248559,2,298.7,310.1,1620,34.8,112,0
1381,248560,2,298.7,310.1,1786,27.7,114,0
1382,116241,1,298.8,310.2,1583,35.7,116,0
1383,248562,2,298.8,310.1,1653,30.3,119,0
1384,116243,1,298.9,310.2,1331,49,121,0
1385,248564,2,298.9,310.3,1484,43.8,124,0
1386,116245,1,298.9,310.2,1603,36.1,126,0
1387,248566,2,298.9,310.2,1445,40,129,0
1388,248567,2,298.9,310.1,1823,26.1,131,0
1389,330802,3,298.9,310.1,1491,45.3,133,0
1390,248569,2,298.9,310.2,1533,42.8,138,0
1391,248570,2,298.9,310.2,1409,54.8,140,0
1392,248571,2,298.9,310.2,2737,8.8,142,1
1393,116252,1,299,310.3,1494,46.6,144,0
1394,248573,2,299.1,310.4,1594,33.3,147,0
1395,248574,2,299.1,310.4,1527,44,149,0
1396,248575,2,299.1,310.4,1452,39.7,151,0
1397,248576,2,299,310.3,1483,39.2,153,0
1398,248577,2,299.1,310.2,1569,38.2,155,0
1399,248578,2,299.1,310.3,1472,46.6,157,0
1400,248579,2,299,310.2,1533,43.5,159,0
1401,330814,3,298.9,310.1,1366,62.7,161,0
1402,330815,3,298.9,310.2,1532,37.7,166,0
1403,116262,1,298.9,310.1,1313,56.8,171,0
1404,248583,2,299,310.2,1372,48,174,0
1405,116264,1,298.9,310.1,1555,40.6,176,0
1406,248585,2,298.9,310.1,1394,42.7,179,0
1407,248586,2,298.9,310.1,1442,48,181,0
1408,248587,2,298.9,310,1564,33.8,183,0
1409,248588,2,298.9,310,1452,48.9,185,0
1410,248589,2,298.9,310.1,1466,42.5,187,0
1411,116270,1,298.9,310.1,1469,53.2,189,0
1412,248591,2,298.9,310.1,1944,23.4,192,0
1413,116272,1,298.8,309.9,1415,53.2,194,0
1414,116273,1,298.7,309.8,1528,36.7,197,0
1415,116274,1,298.7,309.8,1570,42.1,200,0
1416,248595,2,298.7,309.9,1617,33,203,0
1417,116276,1,298.7,309.9,2083,18.2,205,0
1418,248597,2,298.7,309.9,1541,38.5,208,0
1419,248598,2,298.8,309.9,1320,47.4,210,0
1420,248599,2,298.7,309.8,1354,53.3,212,1
1421,116280,1,298.8,309.9,1495,35.2,214,0
1422,248601,2,298.7,309.8,1589,31.8,217,0
1423,248602,2,298.7,309.8,1530,35.5,0,0
1424,248603,2,298.7,309.8,1539,33.4,2,0
1425,248604,2,298.7,309.7,1462,46.8,4,0
1426,248605,2,298.6,309.7,1356,54,6,0
1427,116286,1,298.7,309.7,1622,34.6,8,0
1428,248607,2,298.7,309.8,1394,40.3,11,0
1429,248608,2,298.8,309.9,1568,33.7,13,0
1430,116289,1,298.9,310,1456,43.8,15,0
1431,248610,2,298.9,310,1378,49.3,18,0
1432,116291,1,298.9,309.9,1404,41.4,20,0
1433,248612,2,298.8,309.8,1437,42.8,23,0
1434,248613,2,298.8,309.8,1363,44,25,0
1435,116294,1,298.8,309.8,1377,49.6,27,0
1436,330849,3,298.8,309.9,1526,42.1,30,0
1437,330850,3,298.8,309.8,1510,44.2,35,0
1438,330851,3,298.8,309.9,1439,45.2,40,1
1439,248618,2,298.8,309.9,1482,39.1,45,0
1440,116299,1,298.8,309.8,1534,37,47,0
1441,116300,1,298.8,309.9,1741,27.7,50,0
1442,248621,2,298.8,309.9,1550,38.8,53,0
1443,116302,1,298.8,310,1486,38.5,55,0
1444,248623,2,298.9,310.1,1602,38.2,58,0
1445,248624,2,299,310.2,1477,37.9,60,0
1446,248625,2,299,310.1,1618,29.2,62,0
1447,116306,1,299,310.2,1628,35.8,64,0
1448,116307,1,299,310.3,1662,33.6,67,0
1449,116308,1,299,310.3,1657,31,70,0
1450,330863,3,299,310.4,1677,30.8,73,0
1451,116310,1,299,310.3,1447,39.9,78,0
1452,248631,2,298.9,310.4,1831,25.4,81,0
1453,248632,2,299,310.3,1584,34.4,83,0
1454,248633,2,299.1,310.4,1450,40.9,85,0
1455,248634,2,299.1,310.4,1428,46.9,87,0
1456,248635,2,299,310.4,1382,53,89,0
1457,248636,2,299,310.3,1501,43,91,0
1458,248637,2,299,310.3,1475,42.4,93,0
1459,248638,2,298.9,310.3,1364,54,95,0
1460,248639,2,299,310.3,1472,36.1,97,0
1461,248640,2,299,310.3,1437,47.8,99,0
1462,248641,2,298.9,310.2,1491,45.1,101,0
1463,248642,2,298.9,310.2,1706,27.6,103,0
1464,248643,2,298.8,310.1,1607,39.5,105,0
1465,248644,2,298.8,310,1412,46.3,107,0
1466,248645,2,298.7,309.8,1546,40.9,109,0
1467,248646,2,298.7,309.8,1365,50.5,111,0
1468,248647,2,298.6,309.8,1544,30.2,113,0
1469,116328,1,298.6,309.8,1419,44.9,115,0
1470,248649,2,298.6,309.8,1497,41.6,118,0
1471,248650,2,298.5,309.7,1437,42.6,120,0
1472,248651,2,298.5,309.6,1421,53.6,122,0
1473,116332,1,298.5,309.6,1438,44.5,124,0
1474,116333,1,298.5,309.5,1315,48.9,127,0
1475,116334,1,298.5,309.5,1366,61.9,130,0
1476,116335,1,298.4,309.5,1519,35.4,133,0
1477,248656,2,298.4,309.5,1692,28.3,136,0
1478,248657,2,298.3,309.4,1570,35.6,138,0
1479,248658,2,298.3,309.4,1568,35.8,140,0
1480,248659,2,298.2,309.3,1355,43.8,142,0
1481,116340,1,298.2,309.3,2056,18.7,144,0
1482,116341,1,298.2,309.2,1332,60.2,147,0
1483,116342,1,298.1,309.1,1448,52.5,150,0
1484,248663,2,298,308.9,1578,35.6,153,0
1485,116344,1,298,309,1562,39.2,155,0
1486,116345,1,298.1,309,1976,19.3,158,0
1487,116346,1,298.2,309.2,1524,34.6,161,0
1488,248667,2,298.2,309.1,1429,48.5,164,0
1489,248668,2,298.2,309.1,1568,36.3,166,0
1490,116349,1,298.2,309,1723,26.6,168,0
1491,248670,2,298.2,309,1341,43.8,171,0
1492,116351,1,298.1,308.9,1353,46.2,173,0
1493,116352,1,298,308.7,1479,58.5,176,1
1494,248673,2,298,308.8,1496,44.9,179,0
1495,116354,1,298,308.7,1377,48.5,181,0
1496,330909,3,297.9,308.5,1383,44.6,184,0
1497,248676,2,298,308.7,1268,69.4,189,1
1498,248677,2,298,308.7,1629,34.3,191,0
1499,248678,2,298,308.8,1790,27.2,193,0
1500,116359,1,298.1,308.8,2206,16.3,195,0
1501,116360,1,298,308.7,2101,17.4,198,0
1502,116361,1,298,308.7,1436,48.2,201,0
1503,248682,2,298,308.7,1462,48.2,204,0
1504,248683,2,298,308.7,1771,26.2,206,0
1505,248684,2,298,308.7,1506,47,208,0
1506,248685,2,298,308.7,1626,36.7,210,0
1507,248686,2,298,308.8,1610,33.7,212,0
1508,116367,1,298,308.6,1376,55.7,214,0
1509,116368,1,298,308.6,1507,37.3,217,0
1510,248689,2,298,308.5,1429,37.7,220,1
1511,116370,1,298.1,308.7,1547,38.9,0,0
1512,248691,2,298.1,308.7,1642,30.3,3,0
1513,330926,3,298,308.7,1503,36.3,5,0
1514,248693,2,298.1,308.7,1568,32.9,10,0
1515,116374,1,298.1,308.8,1628,37.6,12,0
1516,116375,1,298.2,308.9,1614,35.5,15,0
1517,248696,2,298.2,308.9,1278,54,18,0
1518,116377,1,298.2,308.9,1408,38.8,20,0
1519,330932,3,298.2,309,1371,55.7,23,0
1520,116379,1,298.2,308.9,1512,38.5,28,0
1521,248700,2,298.3,309.1,1472,40.1,31,0
1522,116381,1,298.2,308.9,1585,34.3,33,0
1523,330936,3,298.2,309,1562,37.7,36,0
1524,248703,2,298.3,309,1519,36.9,41,0
1525,248704,2,298.2,309,1601,35.8,43,0
1526,248705,2,298.2,309,2449,13.8,45,0
1527,248706,2,298.1,309,1787,27.6,47,0
1528,330941,3,298.1,309.1,1425,44.5,49,0
1529,248708,2,298.1,309,1559,34,54,0
1530,248709,2,298.1,309,1557,36,56,0
1531,248710,2,298.1,309,1497,40.5,58,0
1532,330945,3,298.1,309,1438,41.4,60,0
1533,116392,1,298.1,308.9,1417,39.2,65,0
1534,116393,1,298,308.9,1339,51.4,68,0
1535,248714,2,298,308.8,1757,29.1,71,0
1536,248715,2,298,308.8,1581,36.1,73,0
1537,116396,1,298.2,308.9,1326,54.4,75,0
1538,116397,1,298.4,309.1,1467,39.6,78,0
1539,248718,2,298.4,309.1,1798,29.6,81,0
1540,116399,1,298.5,309.2,1449,46.4,83,0
1541,116400,1,298.4,309.1,1525,39.3,86,0
1542,248721,2,298.4,309,2304,15.1,89,0
1543,248722,2,298.3,308.9,1379,54.7,91,0
1544,248723,2,298.4,308.9,1628,34.9,93,0
1545,248724,2,298.4,309,1474,52.7,95,0
1546,116405,1,298.4,309,1544,38.8,97,0
1547,248726,2,298.4,308.9,1391,48.4,100,0
1548,248727,2,298.3,308.9,1348,55.5,102,0
1549,116408,1,298.3,308.8,1349,52.1,104,0
1550,248729,2,298.4,308.9,1706,29.5,107,0
1551,248730,2,298.4,308.9,1638,32.4,109,0
1552,248731,2,298.4,308.8,1458,40.1,111,0
1553,248732,2,298.5,308.9,1781,27.8,113,0
1554,248733,2,298.5,308.8,1332,59.1,115,0
1555,116414,1,298.4,308.7,1584,31.7,117,0
1556,248735,2,298.4,308.6,1491,42,120,0
1557,330970,3,298.4,308.5,1398,47.1,122,0
1558,248737,2,298.3,308.4,1585,30.6,127,0
1559,116418,1,298.2,308.3,1476,43.5,129,0
1560,248739,2,298.2,308.3,1458,41.8,132,0
1561,116420,1,298.2,308.4,1510,39.9,134,0
1562,248741,2,298.2,308.4,1388,53.8,137,0
1563,248742,2,298.2,308.3,2216,16.8,139,0
1564,248743,2,298.2,308.3,1402,51,141,0
1565,116424,1,298,308.2,2090,19,143,0
1566,248745,2,298,308.2,1459,42.1,146,0
1567,116426,1,298,308.1,1403,44.8,148,0
1568,248747,2,298.1,308.2,1521,39.3,151,0
1569,248748,2,298.2,308.2,1407,47.1,153,0
1570,116429,1,298.1,308.2,1654,35.3,155,0
1571,248750,2,298.2,308.4,1452,43.5,158,0
1572,248751,2,298.3,308.4,1528,37.3,160,0
1573,248752,2,298.2,308.3,1230,59.6,162,0
1574,248753,2,298.2,308.2,1466,42.4,164,0
1575,248754,2,298.2,308.2,1478,50.1,166,0
1576,248755,2,298.2,308.3,2057,18,168,0
1577,248756,2,298.3,308.4,1490,41.7,170,0
1578,248757,2,298.3,308.4,1484,43.4,172,0
1579,248758,2,298.3,308.4,1593,37,174,0
1580,248759,2,298.3,308.3,1444,43.8,176,0
1581,116440,1,298.3,308.4,1444,47.5,178,0
1582,116441,1,298.2,308.3,1560,33,181,0
1583,330996,3,298.1,308.3,1530,42,184,0
1584,248763,2,298.2,308.4,1310,61,189,1
1585,116444,1,298.2,308.3,1639,33.3,191,0
1586,248765,2,298.2,308.3,1400,48.7,194,0
1587,116446,1,298.3,308.4,1486,44.2,196,0
1588,116447,1,298.2,308.3,1448,43.3,199,0
1589,248768,2,298.2,308.3,1688,32,202,0
1590,116449,1,298.1,308.3,1453,41.5,204,0
1591,248770,2,298.2,308.4,1497,37.7,207,0
1592,248771,2,298.2,308.4,1355,49.4,209,0
1593,248772,2,298.1,308.4,1592,38.2,211,0
1594,248773,2,298,308.3,1544,34.7,213,0
1595,116454,1,298,308.2,1373,51.2,215,0
1596,248775,2,298,308.2,1365,52.9,218,1
1597,248776,2,298,308.1,1877,24.3,0,0
1598,248777,2,297.9,308.1,1531,40.8,2,0
1599,248778,2,297.9,308,1501,36.7,4,0
1600,248779,2,297.9,308,1490,46.2,6,0
1601,116460,1,297.8,307.8,1543,43.7,8,0
1602,248781,2,297.8,307.8,1597,38.2,11,0
1603,331016,3,297.8,307.9,1600,33.5,13,0
1604,116463,1,297.8,307.8,1622,32.1,18,0
1605,248784,2,297.8,307.8,1452,39.8,21,0
1606,248785,2,297.8,307.8,1396,42.5,23,0
1607,248786,2,297.8,307.7,1505,39.7,25,0
1608,248787,2,297.8,307.8,1412,48.3,27,0
1609,248788,2,297.8,307.7,1393,38,29,0
1610,248789,2,297.7,307.7,1581,34.9,31,0
1611,248790,2,297.8,307.8,1573,37.9,33,0
1612,116471,1,297.8,307.9,1726,27.3,35,0
1613,116472,1,297.9,307.9,1540,39.8,38,0
1614,248793,2,297.9,308,1296,62.9,41,0
1615,116474,1,297.8,307.9,1802,25.8,43,0
1616,248795,2,297.8,307.9,1447,48.6,46,0
1617,331030,3,297.8,307.8,1662,30.7,48,0
1618,248797,2,297.8,307.8,1563,34.3,53,0
1619,248798,2,297.9,307.8,1286,59.5,55,0
1620,248799,2,297.9,307.7,1590,34.6,57,0
1621,248800,2,297.9,307.7,1492,43.7,59,0
1622,248801,2,297.7,307.6,1844,21.9,61,0
1623,331036,3,297.7,307.6,1538,38.3,63,0
1624,248803,2,297.7,307.6,1921,22.9,68,0
1625,116484,1,297.8,307.8,1310,57.9,70,0
1626,248805,2,297.9,307.8,1365,46.9,73,0
1627,116486,1,297.9,307.8,1303,59.3,75,0
1628,248807,2,297.9,307.8,1499,37.5,78,0
1629,248808,2,297.9,307.8,1451,38.2,80,0
1630,116489,1,297.9,307.9,1336,54.4,82,0
1631,248810,2,297.9,307.9,1412,44.5,85,0
1632,248811,2,298,308,1433,39.2,87,0
1633,248812,2,297.9,307.9,1426,43.6,89,0
1634,248813,2,297.9,307.9,1476,45.2,91,0
1635,331048,3,297.9,307.9,1406,58.5,93,0
1636,248815,2,297.8,307.8,1383,56.5,98,0
1637,248816,2,297.9,307.8,1505,37.3,100,0
1638,248817,2,297.9,307.8,1665,33.9,102,0
1639,248818,2,297.9,307.8,1397,45,104,0
1640,116499,1,297.9,307.8,1450,43.5,106,0
1641,248820,2,298,307.8,1567,36.4,109,0
1642,116501,1,298,308,1555,37,111,0
1643,331056,3,298,307.8,1588,35.4,114,0
1644,248823,2,298,307.8,1453,37.7,119,0
1645,248824,2,298,307.8,1622,33.3,121,0
1646,248825,2,297.9,307.8,1538,38.5,123,0
1647,116506,1,297.9,307.7,1527,42.8,125,0
1648,248827,2,297.8,307.8,1761,28.9,128,0
1649,248828,2,297.9,307.8,1373,50.2,130,0
1650,331063,3,298,307.9,1482,37.8,132,0
1651,116510,1,298,307.9,1417,51,137,0
1652,248831,2,298,307.8,1414,51.7,140,0
1653,331066,3,297.9,307.8,1635,34,142,0
1654,248833,2,298,307.8,1386,57.3,147,0
1655,248834,2,298.2,308.1,1379,62.3,149,0
1656,116515,1,298.2,308,1577,35.9,151,0
1657,248836,2,298.2,308.1,1532,42.5,154,0
1658,116517,1,298.1,308,1374,48.8,156,0
1659,331072,3,298.1,308,1570,35.3,159,0
1660,248839,2,298.1,308,1697,31,164,0
1661,248840,2,298.2,308,1499,44.1,166,0
1662,116521,1,298.2,308,1411,47.2,168,0
1663,331076,3,298.2,307.9,1462,45.5,171,0
1664,116523,1,298.1,307.9,1759,28.6,176,0
1665,248844,2,298.2,308,1535,38,179,0
1666,331079,3,298.2,307.9,1491,39.7,181,0
1667,248846,2,298.2,307.9,1551,36,186,0
1668,248847,2,298.2,307.9,1769,27.2,188,0
1669,248848,2,298.2,307.9,1551,34.1,190,0
1670,248849,2,298.2,307.9,1544,31.4,192,0
1671,248850,2,298.2,307.8,1528,31.1,194,0
1672,248851,2,298.1,307.9,1614,35.8,196,0
1673,248852,2,298.1,307.8,1432,49.8,198,0
1674,116533,1,298.1,307.8,1384,43.7,200,0
